RowNum,sourceurl,monthyear,sqldate,nummentions,numsources,numarticles,eventcode,actor1name,actor1countrycode,actor2name,actor2countrycode
3096,http://indianapublicmedia.org/amomentofscience/ancient-malaria/,201609,20160929,10,1,10,110,SCIENTIST,,,
3097,http://indianewengland.com/2016/04/indian-council-medical-research-sun-pharma-come-together-eradicate-malaria/,201604,20160426,1,1,1,070,MADHYA PRADESH,IND,,
3098,http://indianewengland.com/2016/04/indian-council-medical-research-sun-pharma-come-together-eradicate-malaria/,201604,20160426,3,1,3,070,MADHYA PRADESH,IND,,
3099,http://indianewengland.com/2016/04/indian-council-medical-research-sun-pharma-come-together-eradicate-malaria/,201604,20160426,4,1,4,141,MADHYA PRADESH,IND,,
3100,http://indianewengland.com/2018/04/commonwealth-wants-modis-commitment-to-beat-malaria/,201804,20180418,2,1,2,030,,,UNITED KINGDOM,GBR
3101,http://indianewengland.com/2018/04/commonwealth-wants-modis-commitment-to-beat-malaria/,201804,20180418,3,1,3,030,,,UNITED KINGDOM,GBR
3102,http://indianewengland.com/2018/04/commonwealth-wants-modis-commitment-to-beat-malaria/,201804,20180418,3,1,3,036,GOVERNMENT,,LONDON,GBR
3103,http://indianexpress.com/article/chandigarh/mohali-records-highest-number-of-dengue-malaria-cases-in-punjab-4809294/,201708,20170823,10,1,10,100,SURGEON,,CHANDIGARH,IND
3104,http://indianexpress.com/article/cities/ahmedabad/experts-gujarat-govts-anti-malaria-campaign-not-enough-to-deal-with-zika-4680055/,201705,20170529,2,1,2,020,GOVERNMENT,,GUJARAT,IND
3105,http://indianexpress.com/article/cities/ahmedabad/experts-gujarat-govts-anti-malaria-campaign-not-enough-to-deal-with-zika-4680055/,201705,20170529,2,1,2,010,AUTHORITIES,,,
3106,http://indianexpress.com/article/cities/ahmedabad/experts-gujarat-govts-anti-malaria-campaign-not-enough-to-deal-with-zika-4680055/,201705,20170529,8,1,8,020,GOVERNMENT,,GUJARAT,IND
3107,http://indianexpress.com/article/cities/ahmedabad/experts-gujarat-govts-anti-malaria-campaign-not-enough-to-deal-with-zika-4680055/,201705,20170529,8,1,8,010,AUTHORITIES,,,
3108,http://indianexpress.com/article/cities/ahmedabad/gujarat-swine-flu-patient-treated-for-malaria-in-rly-hospital-son-files-plaint-4581298/,201703,20170323,1,1,1,114,GUJARAT,IND,CONSTABLE,
3109,http://indianexpress.com/article/cities/ahmedabad/gujarat-swine-flu-patient-treated-for-malaria-in-rly-hospital-son-files-plaint-4581298/,201703,20170323,1,1,1,114,AHMEDABAD,IND,HOSPITAL,
3110,http://indianexpress.com/article/cities/ahmedabad/gujarat-swine-flu-patient-treated-for-malaria-in-rly-hospital-son-files-plaint-4581298/,201703,20170323,2,1,2,114,HOSPITAL,,,
3111,http://indianexpress.com/article/cities/ahmedabad/gujarat-swine-flu-patient-treated-for-malaria-in-rly-hospital-son-files-plaint-4581298/,201703,20170323,2,1,2,114,HOSPITAL,,,
3112,http://indianexpress.com/article/cities/ahmedabad/gujarat-swine-flu-patient-treated-for-malaria-in-rly-hospital-son-files-plaint-4581298/,201703,20170323,2,1,2,114,AHMEDABAD,IND,HOSPITAL,
3113,http://indianexpress.com/article/cities/ahmedabad/gujarat-swine-flu-patient-treated-for-malaria-in-rly-hospital-son-files-plaint-4581298/,201703,20170323,2,1,2,112,AHMEDABAD,IND,DOCTOR,
3114,http://indianexpress.com/article/cities/ahmedabad/gujarat-swine-flu-patient-treated-for-malaria-in-rly-hospital-son-files-plaint-4581298/,201703,20170323,3,1,3,112,AHMEDABAD,IND,DOCTOR,
3115,http://indianexpress.com/article/cities/ahmedabad/gujarat-swine-flu-patient-treated-for-malaria-in-rly-hospital-son-files-plaint-4581298/,201703,20170323,4,1,4,112,GUJARAT,IND,DOCTOR,
3116,http://indianexpress.com/article/cities/ahmedabad/gujarat-swine-flu-patient-treated-for-malaria-in-rly-hospital-son-files-plaint-4581298/,201703,20170323,7,1,7,114,GUJARAT,IND,DOCTOR,
3117,http://indianexpress.com/article/cities/chandigarh/chandigarh-health-department-intensifies-fight-against-malaria/,201603,20160316,10,1,10,020,HEALTH DEPARTMENT,,HOSPITAL,
3118,http://indianexpress.com/article/cities/chandigarh/chandigarh-health-department-mc-join-hands-for-malaria-elimination-2786824/,201605,20160506,10,1,10,014,SCHOOL,,HEALTH DEPARTMENT,
3119,http://indianexpress.com/article/cities/chandigarh/chandigarh-malaria-elimination-programme-to-be-launched-on-may-16-2797820/,201605,20160512,10,1,10,036,REPRESENTATIVES,,HEALTH DEPARTMENT,
3120,http://indianexpress.com/article/cities/chandigarh/chandigarh-malaria-elimination-programme-to-be-launched-on-may-16-2797820/,201605,20160512,10,1,10,036,HEALTH DEPARTMENT,,REPRESENTATIVES,
3121,http://indianexpress.com/article/cities/chandigarh/health-fisheries-departments-join-hands-to-use-gambusia-fishes-to-combat-malaria-dengue-larvae-2822823/,201605,20160521,10,1,10,013,HEALTH OFFICIAL,,CHANDIGARH,IND
3122,http://indianexpress.com/article/cities/chandigarh/health-fisheries-departments-join-hands-to-use-gambusia-fishes-to-combat-malaria-dengue-larvae-2822823/,201605,20160528,10,1,10,010,HEALTH DEPARTMENT,,,
3123,http://indianexpress.com/article/cities/chandigarh/malaria-free-chandigarh-by-2018-health-depts-plan-source-reduction-awareness-among-students-and-fine-violators-4636333/,201705,20170501,10,1,10,013,CHANDIGARH,IND,,
3124,http://indianexpress.com/article/cities/chandigarh/malaria-free-chandigarh-by-2018-health-depts-plan-source-reduction-awareness-among-students-and-fine-violators-4636333/,201705,20170501,10,1,10,0353,CHANDIGARH,IND,CHANDIGARH,IND
3125,http://indianexpress.com/article/cities/delhi/severe-staff-shortage-hits-malaria-fight-4715951/,201706,20170621,1,1,1,013,JAIN,,DELHI,IND
3126,http://indianexpress.com/article/cities/mumbai/concern-over-dengue-malaria-bmc-reserves-3500-hospital-beds-ahead-of-monsoon-5199336/,201805,20180531,6,1,6,030,MUMBAI,IND,,
3127,http://indianexpress.com/article/cities/mumbai/focus-on-construction-sites-to-curb-dengue-malaria-5176947/,201805,20180515,10,1,10,120,GOVERNMENT,,,
3128,http://indianexpress.com/article/cities/mumbai/ngo-files-pil-against-govt-ban-on-rapid-antibody-kits-for-malaria-5132290/,201804,20180411,5,1,5,172,GOVERNMENT,,,
3129,http://indianexpress.com/article/cities/mumbai/ngo-files-pil-against-govt-ban-on-rapid-antibody-kits-for-malaria-5132290/,201804,20180411,10,1,10,010,PRESIDENT,,,
3130,http://indianexpress.com/article/cities/mumbai/ngo-files-pil-against-govt-ban-on-rapid-antibody-kits-for-malaria-5132290/,201804,20180411,20,1,10,070,GOVERNMENT,,,
3131,http://indianexpress.com/article/cities/pune/malaria-likely-to-be-notifiable-disease-says-joint-director-of-health-kanchan-jagtap-2829581/,201606,20160602,10,1,10,010,POPULATION,,,
3132,http://indianexpress.com/article/cities/pune/pune-launches-special-action-plan-for-five-most-malaria-affected-districts-2770149/,201604,20160426,1,1,1,020,PUNE,IND,VILLAGE,
3133,http://indianexpress.com/article/cities/pune/pune-launches-special-action-plan-for-five-most-malaria-affected-districts-2770149/,201604,20160426,2,1,2,020,PUNE,IND,,
3134,http://indianexpress.com/article/cities/pune/pune-launches-special-action-plan-for-five-most-malaria-affected-districts-2770149/,201604,20160426,2,1,2,020,VILLAGE,,,
3135,http://indianexpress.com/article/delhi/delhi-two-die-of-malaria-within-three-months-ending-death-free-spell-of-four-years-3017625/,201609,20160906,10,1,10,016,HOSPITAL,,,
3136,http://indianexpress.com/article/explained/five-year-roadmap-towards-eliminating-malaria-zone-by-zone-year-by-year-4753710/,201707,20170717,10,1,10,084,HEALTH MINIST,,,
3137,http://indianexpress.com/article/explained/malaria-the-buzz-of-death/,201507,20150729,1,1,1,030,NEW DELHI,IND,,
3138,http://indianexpress.com/article/explained/malaria-the-buzz-of-death/,201507,20150729,3,1,3,030,BHARAT,IND,,
3139,http://indianexpress.com/article/india/india-news-india/epidemic-like-situation-in-haryana-437-cases-of-dengue-over-6000-of-malaria-3041529/,201609,20160920,10,1,10,080,GOVERNMENT,,,
3140,http://indianexpress.com/article/india/india-news-india/epidemic-like-situation-in-haryana-437-cases-of-dengue-over-6000-of-malaria-3041529/,201609,20160920,10,1,10,164,GOVERNMENT,,,
3141,http://indianexpress.com/article/india/india-news-india/govt-unveils-plan-for-malaria-free-india-by-2030/,201602,20160211,10,1,10,010,HEALTH MINIST,,,
3142,http://indianexpress.com/article/india/india-news-india/icmr-ties-up-with-sun-pharma-to-fight-malaria-2770246/,201604,20160425,10,1,10,057,,,GOVERNMENT,
3143,http://indianexpress.com/article/india/india-news-india/icmr-ties-up-with-sun-pharma-to-fight-malaria-2770246/,201604,20160425,10,1,10,057,GOVERNMENT,,,
3144,http://indianexpress.com/article/india/india-others/tripura-has-used-only-1-6-cr-out-of-11-6-cr-to-fight-malaria-nvbdcp/,201509,20150916,10,1,10,011,TRIPURA,IND,,
3145,http://indianexpress.com/article/india/india-others/tripura-has-used-only-1-6-cr-out-of-11-6-cr-to-fight-malaria-nvbdcp/,201509,20150916,10,1,10,020,TRIPURA,IND,,
3146,http://indianexpress.com/article/india/india-others/tripura-has-used-only-1-6-cr-out-of-11-6-cr-to-fight-malaria-nvbdcp/,201409,20140916,10,1,10,071,TRIPURA,IND,,
3147,http://indianexpress.com/article/india/scientists-arming-new-weapon-against-dengue-malaria-mosquitoes-4732601/,201707,20170703,10,1,10,060,COMMUNITY,,,
3148,http://indianexpress.com/article/india/world-malaria-report-surveillance-india-cases-deaths-4959610/,201711,20171129,10,1,10,120,DIRECTOR GENERAL,,,
3149,http://indianexpress.com/article/lifestyle/health/altering-human-flavour-may-help-fight-malaria-study-3075013/,201610,20161011,2,1,2,060,UNITED KINGDOM,GBR,PROFESSOR,
3150,http://indianexpress.com/article/lifestyle/health/chikungunya-dengue-malaria-symptoms-treatment-causes-prevention-3033884/,201609,20160916,1,1,1,010,HOSPITAL,,DELHI,IND
3151,http://indianexpress.com/article/lifestyle/health/chikungunya-dengue-malaria-symptoms-treatment-causes-prevention-3033884/,201609,20160916,1,1,1,110,HOSPITAL,,DELHI,IND
3152,http://indianexpress.com/article/lifestyle/health/chikungunya-dengue-malaria-symptoms-treatment-causes-prevention-3033884/,201609,20160916,2,1,2,110,HOSPITAL,,,
3153,http://indianexpress.com/article/lifestyle/health/four-malaria-strains-in-blood-bastar-boy-is-a-test-case-4905175/,201710,20171025,5,1,5,015,CHHATTISGARH,IND,,
3154,http://indianexpress.com/article/opinion/columns/an-uphill-fight-2-eliminate-malaria-4755192/,201707,20170717,10,1,10,020,INDIGENOUS,,,
3155,http://indianexpress.com/article/opinion/columns/an-uphill-fight-2-eliminate-malaria-4755192/,201707,20170717,10,1,10,010,HEALTH MINIST,,,
3156,http://indianexpress.com/article/opinion/columns/an-uphill-fight-2-eliminate-malaria-4755192/,201707,20170717,10,1,10,051,HEALTH MINIST,,,
3157,http://indianexpress.com/article/world-news/justin-trudeau-bill-gates-raise-billions-for-aids-tb-and-malaria-fight-3036569/,201609,20160919,2,1,2,010,CANADA,CAN,THE ASSOCIATED PRESS,USA
3158,http://indianexpress.com/article/world-news/justin-trudeau-bill-gates-raise-billions-for-aids-tb-and-malaria-fight-3036569/,201609,20160919,2,1,2,010,CANADA,CAN,THE ASSOCIATED PRESS,USA
3159,http://indianexpress.com/article/world/americas/tripura-only-13-of-malaria-control-funds-used-this-year/,201509,20150916,2,1,2,010,DALLAS,USA,,
3160,http://indianexpress.com/article/world/north-korea-rejects-south-korea-groups-offer-for-malaria-help-4689933/,201706,20170605,4,1,4,030,NORTH KOREA,PRK,SOUTH KOREA,KOR
3161,http://indianexpress.com/article/world/world-news/how-sri-lanka-eradicated-malaria-health-system-who-3026438/,201609,20160911,2,1,2,043,TOURIST,,SRI LANKA,LKA
3162,http://indianexpress.com/article/world/world-news/how-sri-lanka-eradicated-malaria-health-system-who-3026438/,201609,20160911,2,1,2,042,SRI LANKA,LKA,TOURIST,
3163,http://indianexpress.com/article/world/world-news/how-sri-lanka-eradicated-malaria-health-system-who-3026438/,201609,20160911,2,1,2,071,SRI LANKAN,LKA,SRI LANKA,LKA
3164,http://indianexpress.com/article/world/world-news/how-sri-lanka-eradicated-malaria-health-system-who-3026438/,201609,20160911,6,1,6,071,SRI LANKAN,LKA,,
3165,http://indianexpress.com/article/world/world-news/how-sri-lanka-eradicated-malaria-health-system-who-3026438/,201609,20160911,8,1,8,043,TOURIST,,SRI LANKA,LKA
3166,http://indianexpress.com/article/world/world-news/how-sri-lanka-eradicated-malaria-health-system-who-3026438/,201609,20160911,8,1,8,042,SRI LANKA,LKA,TOURIST,
3167,http://indianexpress.com/article/world/world-news/how-sri-lanka-eradicated-malaria-health-system-who-3026438/,201609,20160911,10,1,10,122,ARMY,,,
3168,http://indianexpress.com/article/world/world-news/how-sri-lanka-eradicated-malaria-health-system-who-3026438/,201609,20160911,10,1,10,051,PROFESSOR,,DOCTOR,
3169,http://indianexpress.com/article/world/world-news/how-sri-lanka-eradicated-malaria-health-system-who-3026438/,201609,20160911,10,1,10,190,SRI LANKA,LKA,,
3170,http://indiatoday.intoday.in/education/story/malaria/1/757233.html,201609,20160905,10,1,10,190,,,SRI LANKA,LKA
3171,http://indiatoday.intoday.in/education/story/malaria/1/757233.html,201609,20160905,10,1,10,190,SRI LANKA,LKA,,
3172,http://indiatoday.intoday.in/story/carbohydrates-may-be-key-to-better-malaria-vaccine-study/1/1049793.html,201709,20170917,1,1,1,111,,,NEW DELHI,IND
3173,http://indiatoday.intoday.in/story/delhi-arvind-kejriwal-manish-sisodia-mosquito-chikangunya-dengue-malaria/1/953018.html,201705,20170513,10,1,10,172,DEPUTY,,,
3174,http://indiatoday.intoday.in/story/delhi-scientists-decode-how-malaria-parasites-multiply/1/992333.html,201707,20170702,2,1,2,190,NEW DELHI,IND,,
3175,http://indiatoday.intoday.in/story/dengue-cases-cross-1000-mark-in-delhi-524-of-malaria/1/1040860.html,201709,20170904,10,1,10,172,GOVERNMENT,,,
3176,http://indiatoday.intoday.in/story/dengue-malaria-prevention-programmes-gurgaon-health-department/1/451120.html,201507,20150714,10,1,10,071,SURGEON,,HEALTH MINIST,
3177,http://indiatoday.intoday.in/story/dengue-swine-flu-malaria-chikungunya-mcd-bjp-aap/1/1037543.html,201708,20170831,2,1,2,154,HOSPITAL,,RAJASTHAN,IND
3178,http://indiatoday.intoday.in/story/dengue-swine-flu-malaria-chikungunya-mcd-bjp-aap/1/1037543.html,201708,20170831,8,1,8,154,HOSPITAL,,RAJASTHAN,IND
3179,http://indiatoday.intoday.in/story/dengue-swine-flu-malaria-chikungunya-mcd-bjp-aap/1/1037543.html,201708,20170831,10,1,10,100,,,CONGRESS,
3180,http://indiatoday.intoday.in/story/dengue-swine-flu-malaria-chikungunya-mcd-bjp-aap/1/1037543.html,201708,20170831,10,1,10,010,BARA,NPL,HINDU,
3181,http://indiatoday.intoday.in/story/gm-malaria-vaccine-found-effective-safe-study/1/850147.html,201701,20170105,10,1,10,190,SCIENTIST,,THE US,USA
3182,http://indiatoday.intoday.in/story/health-experts-sensitise-councillors-on-dengue-malaria/1/1047408.html,201709,20170913,2,1,2,020,DELHI,IND,DEPUTY,
3183,http://indiatoday.intoday.in/story/health-experts-sensitise-councillors-on-dengue-malaria/1/1047408.html,201709,20170913,2,1,2,020,DELHI,IND,DEPUTY,
3184,http://indiatoday.intoday.in/story/health-experts-sensitise-councillors-on-dengue-malaria/1/1047408.html,201709,20170913,2,1,2,020,DELHI,IND,MAYOR,
3185,http://indiatoday.intoday.in/story/health-experts-sensitise-councillors-on-dengue-malaria/1/1047408.html,201709,20170913,4,1,4,020,DEPUTY,,,
3186,http://indiatoday.intoday.in/story/indoor-residual-spray-most-effective-malaria-control-step-who/1/937258.html,201704,20170424,1,1,1,013,MALDIVE,MDV,SRI LANKA,LKA
3187,http://indiatoday.intoday.in/story/indoor-residual-spray-most-effective-malaria-control-step-who/1/937258.html,201704,20170424,2,1,2,013,MALDIVE,MDV,SRI LANKA,LKA
3188,http://indiatoday.intoday.in/story/long-acting-malaria-pill-a-step-closer/1/812806.html,201611,20161117,5,1,5,070,THE US,USA,,
3189,http://indiatoday.intoday.in/story/long-acting-malaria-pill-a-step-closer/1/812806.html,201611,20161117,20,2,20,020,,,OPPOSITION PARTIES,
3190,http://indiatoday.intoday.in/story/low-cost-paper-strips-may-detect-malaria-cancers/1/704448.html,201606,20160630,10,1,10,141,AFRICA,AFR,,
3191,http://indiatoday.intoday.in/story/malaria-deaths-tripura-high-court/1/448483.html,201507,20150702,2,1,2,0841,,,HIGH COURT,
3192,http://indiatoday.intoday.in/story/malaria-deaths-tripura-high-court/1/448483.html,201507,20150702,4,1,4,0841,,,CHIEF JUSTICE,
3193,http://indiatoday.intoday.in/story/malaria-deaths-tripura-high-court/1/448483.html,201507,20150702,4,1,4,0841,,,CHIEF JUSTICE,
3194,http://indiatoday.intoday.in/story/malaria-deaths-tripura-high-court/1/448483.html,201507,20150702,6,1,6,036,,,TRIPURA,IND
3195,http://indiatoday.intoday.in/story/malaria-deaths-tripura-high-court/1/448483.html,201507,20150702,6,1,6,036,TRIPURA,IND,,
3196,http://indiatoday.intoday.in/story/malaria-drug-may-help-stave-off-zika-study/1/999608.html,201707,20170711,2,1,2,1721,PROFESSOR,,WASHINGTON,USA
3197,http://indiatoday.intoday.in/story/malaria-drug-may-help-stave-off-zika-study/1/999608.html,201707,20170711,2,1,2,1721,UNITED STATES,USA,PROFESSOR,
3198,http://indiatoday.intoday.in/story/malaria-drug-may-help-stave-off-zika-study/1/999608.html,201707,20170711,6,1,6,1721,PROFESSOR,,WASHINGTON,USA
3199,http://indiatoday.intoday.in/story/malaria-new-vaccine-long-lasting-solution/1/719430.html,201607,20160720,15,1,15,026,CHIEF MINISTER,,NEWSPAPER,
3200,http://indiatoday.intoday.in/story/malaria-superbug-lineage-spreading-fast-in-asia-study/1/872918.html,201702,20170202,10,1,10,190,,,CONGRESS,
3201,http://indiatoday.intoday.in/story/mekong-nations-call-for-eliminating-malaria-by-2030/1/1106410.html,201712,20171208,2,1,2,020,CAMBODIA,KHM,CHINA,CHN
3202,http://indiatoday.intoday.in/story/mekong-nations-call-for-eliminating-malaria-by-2030/1/1106410.html,201712,20171208,8,1,8,020,MYANMAR,MMR,THAILAND,THA
3203,http://indiatoday.intoday.in/story/midsummer-sudden-rain-summer-heat-relief-disadvantages-infections-rotting-malaria-zika-mosquito-lifest/1/965425.html,201705,20170529,5,1,5,020,REGIME,,,
3204,http://indiatoday.intoday.in/story/midsummer-sudden-rain-summer-heat-relief-disadvantages-infections-rotting-malaria-zika-mosquito-lifest/1/965425.html,201705,20170529,30,1,30,190,,,KOLKATA,IND
3205,http://indiatoday.intoday.in/story/more-effective-malaria-vaccine-in-the-offing/1/880969.html,201702,20170212,2,1,2,111,CONGRESS,,PAKISTAN,PAK
3206,http://indiatoday.intoday.in/story/ndmc-mosquitoes-chikungunya-malaria-dengue/1/1010993.html,201707,20170726,4,1,4,192,POLICE,,,
3207,http://indiatoday.intoday.in/story/ndmc-mosquitoes-chikungunya-malaria-dengue/1/1010993.html,201707,20170726,6,1,6,1711,POLICE,,NEW DELHI,IND
3208,http://indiatoday.intoday.in/story/ndmc-mosquitoes-chikungunya-malaria-dengue/1/1010993.html,201707,20170726,6,1,6,090,NEW DELHI,IND,POLICE,
3209,http://indiatoday.intoday.in/story/ndmc-mosquitoes-chikungunya-malaria-dengue/1/1010993.html,201707,20170726,6,1,6,192,NEW DELHI,IND,POLICE,
3210,http://indiatoday.intoday.in/story/ndmc-mosquitoes-chikungunya-malaria-dengue/1/1010993.html,201707,20170726,14,1,10,192,POLICE,,,
3211,http://indiatoday.intoday.in/story/new-malaria-vaccine-found-100-per-cent-effective/1/884302.html,201702,20170217,6,1,6,043,NAGALAND,IND,INSURGENT GROUP,
3212,http://indiatoday.intoday.in/story/new-malaria-vaccine-found-100-per-cent-effective/1/884302.html,201702,20170217,6,1,6,042,INSURGENT GROUP,,NAGALAND,IND
3213,http://indiatoday.intoday.in/story/new-malaria-vaccine-found-100-per-cent-effective/1/884302.html,201702,20170217,10,1,10,010,BERLIN,DEU,,
3214,http://indiatoday.intoday.in/story/no-malaria-death-in-mizoram-in-first-three-months-of-this-year/1/938041.html,201704,20170425,10,1,10,020,AMIT,USA,WORKER,
3215,http://indiatoday.intoday.in/story/no-malaria-death-in-mizoram-in-first-three-months-of-this-year/1/938041.html,201704,20170425,10,1,10,173,RAJASTHAN,IND,POLICE,
3216,http://indiatoday.intoday.in/story/no-malaria-death-in-mizoram-in-first-three-months-of-this-year/1/938041.html,201704,20170425,10,1,10,130,RAJASTHAN,IND,RAJASTHAN,IND
3217,http://indiatoday.intoday.in/story/odisha-nipping-the-malaria-bug-in-the-bud/1/1029949.html,201708,20170820,10,1,10,042,,,RAJASTHAN,IND
3218,http://indiatoday.intoday.in/story/odisha-nipping-the-malaria-bug-in-the-bud/1/1029949.html,201708,20170820,10,1,10,043,RAJASTHAN,IND,,
3219,http://indiatoday.intoday.in/story/rising-cases-of-dengue-chikungunya-malaria-in-delhi/1/948189.html,201705,20170508,2,1,2,010,SCIENTIST,,,
3220,http://indiatoday.intoday.in/story/rising-cases-of-dengue-chikungunya-malaria-in-delhi/1/948189.html,201705,20170508,8,1,8,010,SCIENTIST,,,
3221,http://indiatoday.intoday.in/story/sri-lanka-malaria-india-who/1/757683.html,201609,20160906,2,1,2,036,MEXICO,MEX,,
3222,http://indiatoday.intoday.in/story/strengthen-health-systems-to-eliminate-dengue-malaria-who/1/1044344.html,201709,20170909,1,1,1,043,,,SCHOOL,
3223,http://indiatoday.intoday.in/story/strengthen-health-systems-to-eliminate-dengue-malaria-who/1/1044344.html,201709,20170909,1,1,1,043,,,SCHOOL,
3224,http://indiatoday.intoday.in/story/strengthen-health-systems-to-eliminate-dengue-malaria-who/1/1044344.html,201709,20170909,1,1,1,043,NEWS AGENCY,,SCHOOL,
3225,http://indiatoday.intoday.in/story/strengthen-health-systems-to-eliminate-dengue-malaria-who/1/1044344.html,201709,20170909,1,1,1,043,NEWS AGENCY,,SCHOOL,
3226,http://indiatoday.intoday.in/story/strengthen-health-systems-to-eliminate-dengue-malaria-who/1/1044344.html,201709,20170909,1,1,1,043,NEWS AGENCY,,SCHOOL,
3227,http://indiatoday.intoday.in/story/strengthen-health-systems-to-eliminate-dengue-malaria-who/1/1044344.html,201709,20170909,2,1,2,043,NEWS AGENCY,,SCHOOL,
3228,http://indiatoday.intoday.in/story/strengthen-health-systems-to-eliminate-dengue-malaria-who/1/1044344.html,201709,20170909,3,1,3,043,,,SCHOOL,
3229,http://indiatoday.intoday.in/story/swine-flu-malaria-delhi-vector-diseases/1/1009190.html,201707,20170723,5,1,5,010,PUBLIC RELATIONS OFFICER,,HOSPITAL,
3230,http://indiatoday.intoday.in/story/who-comes-out-with-new-policy-guidance-on-malaria-elimination/1/920674.html,201704,20170404,10,1,10,173,POPULATION,,,
3231,http://indiatribune.com/who-declares-sri-lanka-malaria-free/,201609,20160907,10,1,10,043,COLOMBO,LKA,SOUTH EAST ASIA,SEA
3232,http://indiatribune.com/who-declares-sri-lanka-malaria-free/,201609,20160907,10,1,10,042,SOUTH EAST ASIA,SEA,COLOMBO,LKA
3233,http://indonesiaexpat.biz/news/lombok-health-emergency-malaria/,201809,20180916,2,1,2,041,REUTERS,USA,INDONESIA,IDN
3234,http://indonesiaexpat.biz/news/lombok-health-emergency-malaria/,201809,20180916,2,1,2,010,INDONESIA,IDN,REUTERS,USA
3235,http://indonesiaexpat.biz/news/lombok-health-emergency-malaria/,201809,20180916,2,1,2,041,INDONESIA,IDN,REUTERS,USA
3236,http://indonesiaexpat.biz/news/lombok-health-emergency-malaria/,201809,20180916,5,1,5,071,GOVERNMENT,,,
3237,http://inewstoday.net/2016/04/six-african-nations-could-be-malaria-free-by-2020/,201604,20160430,5,1,5,036,AFRICA,AFR,,
3238,http://infecciosas-sida.diariomedico.com/2016/11/16/area-cientifica/especialidades/infecciosas-sida/las-mosquiteras-tratadas-con-pesticidas-siguen-protegiendo-contra-la-malaria-en-africa-e-india,201611,20161117,10,1,10,020,POPULATION,,,
3239,http://infecciosas-sida.diariomedico.com/2017/04/25/area-cientifica/especialidades/infecciosas-sida/la-ivermectina-arma-potencial-para-eliminar-la-malaria,201704,20170424,4,1,4,057,MOZAMBIQUE,MOZ,UNIVERSITY,
3240,http://infecciosas-sida.diariomedico.com/2017/04/25/area-cientifica/especialidades/infecciosas-sida/la-ivermectina-arma-potencial-para-eliminar-la-malaria,201704,20170424,4,1,4,057,UNIVERSITY,,MOZAMBIQUE,MOZ
3241,http://infecciosas-sida.diariomedico.com/2017/04/25/area-cientifica/especialidades/infecciosas-sida/la-ivermectina-arma-potencial-para-eliminar-la-malaria,201704,20170424,6,1,6,057,BASEL,CHE,UNIVERSITY,
3242,http://infecciosas-sida.diariomedico.com/2017/04/25/area-cientifica/especialidades/infecciosas-sida/la-ivermectina-arma-potencial-para-eliminar-la-malaria,201704,20170424,6,1,6,057,UNIVERSITY,,BASEL,CHE
3243,http://infecciosas-sida.diariomedico.com/2017/05/04/area-cientifica/especialidades/infecciosas-sida/regresa-la-cloroquina-en-las-estrategias-de-eliminacion-de-la-malaria,201705,20170511,10,1,10,043,,,COMMUNITY,
3244,http://infecciosas-sida.diariomedico.com/2017/06/21/area-cientifica/especialidades/infecciosas-sida/factores-especificos-de-la-cepa-del-parasito-determinan-la-gravedad-de-la-malaria,201706,20170621,10,1,10,040,SCIENTIST,,,
3245,http://info.abril.com.br/noticias/ciencia/2015/04/erradicar-a-malaria-ate-2030-custara-93-bilhoes-de-euros-estimam-especialistas.shtml,201504,20150423,10,1,10,036,,,AFRICA,AFR
3246,http://info.abril.com.br/noticias/ciencia/2015/04/erradicar-a-malaria-ate-2030-custara-93-bilhoes-de-euros-estimam-especialistas.shtml,201504,20150423,10,1,10,036,AFRICA,AFR,,
3247,http://info.abril.com.br/noticias/ciencia/2015/09/descoberto-mecanismo-de-multirresistencia-os-tratamentos-contra-a-malaria.shtml,201509,20150921,10,1,10,051,UNICEF,,,
3248,http://infocielo.com/nota/84786/cfk_en_racing_ser_peronista_hoy_es_decir_lsquo_basta_ya_macri_de_tanta_malaria_para_el_pueblo_rsquo/,201710,20171016,6,1,6,051,SWEDEN,SWE,,
3249,http://informa-tico.com/11-06-2018/paraguay-primer-pais-america-libre-malaria-cuba,201806,20180612,10,1,10,020,PARAGUAYAN,PRY,INDIGENOUS,
3250,http://informa-tico.com/11-06-2018/paraguay-primer-pais-america-libre-malaria-cuba,201806,20180612,10,1,10,014,HEALTH MINIST,,WORKER,
3251,http://informativenews.co.ls/2018/06/12/who-certifies-paraguay-malaria-free/,201806,20180612,5,1,5,014,MINIST OF HEALTH,,PARAGUAY,PRY
3252,http://informativenews.co.ls/2018/06/12/who-certifies-paraguay-malaria-free/,201806,20180612,10,1,10,046,,,PARAGUAY,PRY
3253,http://informativenews.co.ls/2018/09/12/sadc-countries-fight-against-malaria/,201809,20180912,8,1,8,030,WINDHOEK,NAM,SADC,SAF
3254,http://informativenews.co.ls/2018/09/12/sadc-countries-fight-against-malaria/,201809,20180912,10,1,10,051,SADC,SAF,,
3255,http://informativenews.co.ls/2018/09/12/sadc-countries-fight-against-malaria/,201809,20180912,10,1,10,051,MASERU,LSO,SADC,SAF
3256,http://informativenews.co.ls/2018/09/18/sadc-countries-fight-against-malaria-2/,201809,20180918,2,1,2,030,WINDHOEK,NAM,,
3257,http://informativenews.co.ls/2018/09/18/sadc-countries-fight-against-malaria-2/,201809,20180918,8,1,8,030,WINDHOEK,NAM,SADC,SAF
